Time (seconds),x,y,z
27.45,-44,-104,-1032
27.46,-12,-60,-1056
27.47,-12,-60,-1056
27.47,-12,-60,-1056
27.48,-36,-40,-972
27.49,-36,-40,-972
27.49,-36,-40,-972
27.50,52,-140,-1016
27.50,52,-140,-1016
27.51,52,-140,-1016
27.51,52,-140,-1016
27.53,8,-120,-916
27.54,-20,-120,-952
27.54,-20,-120,-952
27.55,-20,-120,-952
27.55,-20,-120,-952
27.56,-32,-132,-1036
27.57,-32,-132,-1036
27.57,-32,-132,-1036
27.58,-68,-104,-1016
27.59,-68,-104,-1016
27.60,-20,-100,-1092
27.61,-20,-100,-1092
27.63,-20,-124,-1048
27.64,-188,-96,-920
27.64,-188,-96,-920
27.65,-188,-96,-920
27.66,-40,-268,-852
27.66,-40,-268,-852
27.67,-40,-268,-852
27.68,168,-392,-876
27.68,168,-392,-876
27.69,168,-392,-876
27.69,168,-392,-876
27.69,-488,228,-936
27.70,-488,228,-936
27.73,12,-156,-908
27.73,12,-156,-908
27.73,-116,52,-1264
27.74,-116,52,-1264
27.75,-116,52,-1264
27.76,-88,-36,-1004
27.76,-88,-36,-1004
27.77,-88,-36,-1004
27.78,-76,-36,-1088
27.79,-76,-36,-1088
27.79,-140,-44,-1048
27.80,-140,-44,-1048
27.81,-140,-44,-1048
27.83,-72,-68,-952
27.84,-120,-36,-1004
27.85,-120,-36,-1004
27.86,-132,-32,-972
27.86,-132,-32,-972
27.87,-132,-32,-972
27.87,-132,-32,-972
27.87,-124,0,-976
27.88,-124,0,-976
27.88,-124,0,-976
27.89,-124,0,-976
27.89,-124,0,-976
27.89,-256,64,-1000
27.92,-200,48,-980
27.92,-200,48,-980
27.93,-200,48,-980
27.93,-128,4,-960
27.94,-128,4,-960
27.94,-128,4,-960
27.95,-128,4,-960
27.95,-128,4,-960
27.95,-56,-96,-1120
27.96,-56,-96,-1120
27.97,-56,-96,-1120
27.98,-212,40,-952
27.99,-212,40,-952
27.99,-212,40,-952
28.02,-112,12,-1008
28.02,-112,12,-1008
28.03,-112,12,-1008
28.04,-148,32,-1196
28.05,-148,32,-1196
28.05,-108,84,-1004
28.06,-108,84,-1004
28.06,-108,84,-1004
28.07,-108,84,-1004
28.07,-108,84,-1004
28.07,-124,36,-1076
28.08,-124,36,-1076
28.10,-116,48,-1028
28.11,-116,48,-1028
28.11,-80,56,-1004
28.12,-80,56,-1004
28.12,-80,56,-1004
28.13,-80,56,-1004
28.13,-128,112,-912
28.14,-128,112,-912
28.15,-128,112,-912
28.15,-92,80,-1000
28.16,-92,80,-1000
28.17,-92,80,-1000
28.17,-112,56,-996
28.18,-112,56,-996
28.21,-108,52,-1020
28.22,-108,80,-1020
28.22,-108,80,-1020
28.23,-108,80,-1020
28.24,-56,76,-992
28.24,-56,76,-992
28.25,-56,76,-992
28.25,-56,76,-992
28.25,-60,124,-1012
28.26,-60,124,-1012
28.26,-60,124,-1012
28.27,-60,124,-1012
28.27,-60,124,-1012
28.29,-112,-12,-940
28.30,-112,-12,-940
28.30,-112,-12,-940
28.31,-112,-12,-940
28.31,-112,-12,-940
28.31,-100,12,-1012
28.32,-100,12,-1012
28.32,-100,12,-1012
28.33,-100,12,-1012
28.33,-140,16,-1064
28.34,-140,16,-1064
28.35,-140,16,-1064
28.35,-116,60,-996
28.38,-96,88,-988
28.39,-96,88,-988
28.39,-104,-8,-1128
28.40,-104,-8,-1128
28.41,-280,152,-992
28.42,-280,152,-992
28.43,-280,152,-992
28.43,-280,152,-992
28.43,-184,40,-932
28.44,-184,40,-932
28.44,-184,40,-932
28.45,-184,40,-932
28.45,-184,40,-932
28.47,24,-32,-924
28.48,24,-32,-924
28.48,24,-32,-924
28.49,24,-32,-924
28.49,-20,-44,-972
28.50,-20,-44,-972
28.50,-20,-44,-972
28.51,-20,-44,-972
28.51,116,-240,-836
28.52,116,-240,-836
28.53,-876,780,-1308
28.54,-876,780,-1308
28.55,-876,780,-1308
28.57,-492,88,-756
28.58,-492,88,-756
28.59,-492,88,-756
28.60,-4,-44,-1160
28.60,-4,-44,-1160
28.61,40,-232,-784
28.62,40,-232,-784
28.62,40,-232,-784
28.63,40,-232,-784
28.63,8,-84,-1128
28.63,8,-84,-1128
28.64,8,-84,-1128
28.64,8,-84,-1128
28.65,8,-84,-1128
28.67,-72,-176,-1188
28.68,-72,-176,-1188
28.69,-72,-176,-1188
28.69,4,-244,-1052
28.70,4,-244,-1052
28.71,4,-244,-1052
28.71,96,-232,-984
28.72,96,-232,-984
28.73,96,-232,-984
28.73,96,-444,-820
28.74,96,-444,-820
28.75,124,-284,-800
28.76,124,-284,-800
28.78,152,-496,-836
28.79,-28,-380,-680
28.80,-28,-380,-680
28.81,-28,-380,-680
28.81,212,-552,-1076
28.81,212,-552,-1076
28.82,212,-552,-1076
28.82,212,-552,-1076
28.83,212,-552,-1076
28.83,252,-528,-780
28.83,252,-528,-780
28.84,252,-528,-780
28.84,252,-528,-780
28.87,468,-720,-436
28.87,348,-708,-428
28.88,348,-708,-428
28.89,348,-708,-428
28.89,736,-1156,-244
28.90,736,-1156,-244
28.91,416,-736,-428
28.92,416,-736,-428
28.93,416,-736,-428
28.93,324,-876,-692
28.94,324,-876,-692
28.95,428,-692,-156
29.08,400,-896,48
29.09,400,-896,48
29.09,296,-852,348
29.10,296,-852,348
29.11,160,-776,612
29.12,160,-776,612
29.13,160,-776,612
29.13,200,-560,152
29.14,200,-560,152
29.15,200,-560,152
29.15,352,-720,524
29.16,352,-720,524
29.17,352,-720,524
29.17,432,-960,620
29.20,324,-748,432
29.20,324,-748,432
29.21,324,-748,432
29.21,284,-604,460
29.21,284,-604,460
29.22,284,-604,460
29.22,284,-604,460
29.23,284,-604,460
29.23,260,-800,780
29.23,260,-800,780
29.24,260,-800,780
29.25,180,-728,448
29.25,180,-728,448
29.28,196,-764,488
29.28,196,-764,488
29.29,-108,4,540
29.30,-108,4,540
29.30,-108,4,540
29.31,204,-704,724
29.32,204,-704,724
29.32,204,-704,724
29.33,76,-336,872
29.34,76,-336,872
29.34,76,-336,872
29.35,36,-432,852
29.36,36,-432,852
29.36,36,-432,852
29.39,24,-452,868
29.39,24,-452,868
29.40,24,-452,868
29.40,24,-452,868
29.41,-136,-336,828
29.41,-136,-336,828
29.42,-136,-336,828
29.42,-136,-336,828
29.43,64,-352,888
29.43,64,-352,888
29.44,64,-352,888
29.45,88,-372,900
29.45,88,-372,900
29.46,88,-372,900
29.48,284,-328,840
29.49,184,-256,884
29.49,184,-256,884
29.50,184,-256,884
29.51,224,-240,888
29.52,224,-240,888
29.52,224,-240,888
29.53,192,-20,832
29.54,192,-20,832
29.55,88,-284,1068
29.55,88,-284,1068
29.56,88,-284,1068
29.56,88,-284,1068
29.57,236,-280,1220
29.59,144,-224,920
29.59,144,-224,920
29.60,144,-224,920
29.60,144,-224,920
29.61,128,44,1024
29.61,128,44,1024
29.61,128,44,1024
29.62,128,44,1024
29.62,128,44,1024
29.63,244,-40,976
29.63,244,-40,976
29.64,244,-40,976
29.65,136,-4,896
29.65,136,-4,896
29.67,-4,-56,832
29.68,-4,-56,832
29.69,80,76,1000
29.70,80,76,1000
29.71,48,200,880
29.71,48,200,880
29.72,48,200,880
29.73,0,52,464
29.73,0,52,464
29.74,0,52,464
29.74,0,52,464
29.75,312,-32,1240
29.75,312,-32,1240
29.75,312,-32,1240
29.76,312,-32,1240
29.78,-76,128,1020
29.79,156,96,976
29.79,156,96,976
29.79,156,96,976
29.80,156,96,976
29.80,156,96,976
29.81,156,48,936
29.81,156,48,936
29.81,156,48,936
29.82,156,48,936
29.83,68,120,824
29.83,68,120,824
29.84,68,120,824
29.85,168,44,880
29.85,168,44,880
29.88,188,80,840
29.89,228,8,1176
29.90,228,8,1176
29.90,228,8,1176
29.91,140,68,1096
29.92,140,68,1096
29.92,140,68,1096
29.93,236,100,992
29.93,236,100,992
29.93,236,100,992
29.94,236,100,992
29.94,236,100,992
29.95,132,-12,1112
29.95,132,-12,1112
29.97,64,104,976
29.98,64,104,976
29.98,64,104,976
29.99,24,100,988
29.99,24,100,988
29.99,24,100,988
30.00,24,100,988
30.00,24,100,988
30.01,72,40,1000
30.01,72,40,1000
30.02,72,40,1000
30.03,84,-4,1036
30.03,84,-4,1036
30.04,84,-4,1036
30.05,32,88,1008
30.07,40,84,972
30.08,48,100,976
30.09,48,100,976
30.10,48,100,976
30.10,64,88,992
30.11,64,88,992
30.11,64,88,992
30.12,64,88,992
30.12,64,88,992
30.13,56,100,1000
30.13,56,100,1000
30.13,56,100,1000
30.14,56,100,1000
30.14,56,100,1000
30.15,52,124,992
30.17,4,160,972
30.17,4,160,972
30.18,4,160,972
30.18,4,160,964
30.19,44,108,964
30.19,44,108,964
30.20,68,92,1008
30.21,68,92,1008
30.22,68,92,1008
30.23,148,168,1048
30.23,148,168,1048
30.24,124,128,1056
30.25,124,128,1056
30.26,124,128,1056
30.27,224,-116,1256
30.29,132,72,1092
30.30,132,72,1092
30.30,88,20,1104
30.31,88,20,1104
30.31,88,20,1104
30.32,88,20,1104
30.32,160,28,1168
30.33,160,28,1168
30.33,160,28,1168
30.34,160,28,1168
30.34,168,-152,1160
30.35,168,-152,1160
30.36,168,-152,1160
30.37,168,-160,1132
30.39,204,-192,1048
30.40,204,-192,1048
30.41,84,-168,860
30.41,84,-168,860
30.42,184,-216,736
30.43,184,-216,736
30.44,184,-216,736
30.45,104,-304,964
30.45,104,-304,964
30.46,104,-304,964
30.47,128,-392,804
30.47,128,-392,804
30.48,128,-392,804
30.50,60,-456,792
30.51,60,-456,792
30.51,60,-456,792
30.51,60,-456,792
30.52,60,-456,792
30.52,60,-532,672
30.53,60,-532,672
30.53,60,-532,672
30.53,60,-532,672
30.54,60,-532,672
30.54,88,-608,676
30.55,88,-608,676
30.55,88,-608,676
30.56,88,-608,676
30.56,116,-748,696
30.59,184,-808,732
30.59,184,-808,732
30.60,100,-780,624
30.61,100,-780,624
30.61,100,-780,624
30.62,36,-752,508
30.63,36,-752,508
30.64,36,-752,508
30.64,8,-820,444
30.65,8,-820,444
30.66,8,-820,444
30.66,-4,-828,468
30.67,-4,-828,468
30.67,-4,-828,468
30.81,20,-972,180
30.82,20,-972,180
30.83,60,-976,176
30.83,60,-976,176
30.84,60,-976,176
30.85,52,-996,132
30.85,52,-996,132
30.86,52,-996,132
30.86,48,-924,76
30.87,48,-924,76
30.87,48,-924,76
30.87,48,-924,76
30.88,48,-924,76
30.88,92,-960,48
30.91,152,-932,36
30.91,152,-932,36
30.91,152,-932,36
30.92,152,-932,36
30.92,164,-1044,24
30.93,164,-1044,24
30.93,164,-1044,24
30.94,164,-1044,24
30.94,148,-952,-80
30.95,148,-952,-80
30.95,148,-952,-80
30.96,104,-972,-188
30.97,104,-972,-188
30.98,104,-972,-188
31.00,172,-856,-312
31.01,172,-856,-312
31.02,172,-856,-312
31.03,200,-808,-244
31.04,200,-808,-244
31.04,168,-828,-328
31.05,168,-828,-328
31.05,168,-828,-328
31.05,168,-828,-328
31.06,168,-828,-328
31.06,132,-856,-260
31.07,132,-856,-260
31.07,132,-856,-260
31.09,188,-1000,-664
31.10,116,-836,-576
31.11,116,-836,-576
31.11,116,-836,-576
31.12,124,-712,-684
31.13,124,-712,-684
31.13,124,-712,-684
31.14,180,-740,-500
31.15,180,-740,-500
31.16,180,-708,-572
31.17,180,-708,-572
31.17,180,-708,-572
31.20,88,-676,-900
31.21,88,-676,-900
31.22,88,-676,-900
31.22,168,-636,-856
31.23,168,-636,-856
31.23,168,-636,-856
31.24,192,-596,-816
31.24,192,-596,-816
31.25,192,-596,-816
31.25,192,-596,-816
31.25,192,-596,-816
31.26,168,-520,-572
31.26,168,-520,-572
31.29,268,-480,-524
31.29,268,-480,-524
31.29,268,-480,-524
31.30,84,-308,-680
31.30,84,-308,-680
31.31,84,-308,-680
31.32,40,-356,-984
31.33,40,-356,-984
31.33,40,-356,-984
31.34,128,-408,-1152
31.35,128,-408,-1152
31.35,128,-408,-1152
31.36,132,-312,-1356
31.39,72,-244,-952
31.40,72,-244,-952
31.40,220,-340,-976
31.41,220,-340,-976
31.42,220,-340,-976
31.42,244,-280,-968
31.43,244,-280,-968
31.43,244,-280,-968
31.43,244,-280,-968
31.44,244,-316,-1140
31.44,244,-316,-1140
31.45,244,-316,-1140
31.45,244,-316,-1140
31.47,136,-276,-1216
31.48,84,-168,-1012
31.49,84,-168,-1012
31.49,84,-168,-1012
31.50,136,-184,-956
31.51,136,-184,-956
31.51,136,-184,-956
31.52,192,-140,-1008
31.53,192,-140,-1008
31.54,88,-36,-960
31.55,88,-36,-960
31.55,88,-36,-960
31.56,116,-324,-888
31.59,32,-212,-1224
31.59,32,-212,-1224
31.60,-88,-16,-944
31.61,-88,-16,-944
31.61,-88,-16,-944
31.61,-88,-16,-944
31.62,164,-100,-924
31.62,164,-100,-924
31.63,164,-100,-924
31.63,164,-100,-924
31.63,164,-100,-924
31.64,108,-16,-1392
31.64,108,-16,-1392
31.67,280,-108,-1288
31.67,280,-108,-1288
31.68,200,-16,-948
31.69,200,-16,-948
31.69,200,-16,-948
31.70,180,16,-1008
31.70,180,16,-1008
31.71,180,16,-1008
31.72,180,12,-996
31.73,180,12,-996
31.73,180,12,-996
31.74,120,20,-1012
31.75,120,20,-1012
31.78,148,4,-1000
31.78,144,28,-1000
31.79,144,28,-1000
31.80,160,48,-1044
31.80,160,48,-1044
31.81,160,48,-1044
31.81,160,48,-1044
31.81,160,48,-1044
31.82,128,40,-1056
31.82,128,40,-1056
31.83,128,40,-1056
31.83,128,40,-1056
31.83,128,40,-1056
31.84,144,16,-1016
31.86,76,0,-1004
31.87,76,0,-1004
31.87,76,0,-1004
31.87,76,0,-1004
31.88,164,28,-1012
31.89,164,28,-1012
31.89,164,28,-1012
31.90,128,20,-1004
31.91,128,20,-1004
31.92,128,48,-980
31.92,128,48,-980
31.93,128,48,-980
31.94,136,-16,-1012
31.94,136,-16,-1012
31.97,108,48,-1024
31.98,96,12,-976
31.98,96,12,-976
31.99,96,12,-976
31.99,96,12,-976
31.99,96,12,-976
32.00,68,188,-1168
32.00,68,188,-1168
32.01,68,188,-1168
32.01,68,188,-1168
32.01,40,236,-1016
32.02,40,236,-1016
32.03,40,236,-1016
32.03,40,236,-1016
32.06,40,164,-1000
32.06,40,164,-1000
32.07,40,164,-1000
32.08,148,108,-980
32.09,148,108,-980
32.09,148,108,-980
32.10,28,140,-1004
32.11,28,140,-1004
32.11,28,140,-1004
32.12,40,132,-1024
32.13,40,132,-1024
32.13,40,132,-1024
32.14,144,108,-996
32.16,8,136,-1016
32.17,8,136,-1016
32.17,-16,104,-1024
32.18,-16,104,-1024
32.18,-16,104,-1024
32.19,-16,104,-1024
32.19,-16,104,-1024
32.19,96,116,-988
32.20,96,116,-988
32.20,96,116,-988
32.21,96,116,-988
32.21,96,116,-988
32.21,56,68,-1056
32.22,56,68,-1056
32.24,68,116,-1004
32.25,68,116,-1004
32.25,176,120,-976
32.26,176,120,-976
32.27,176,120,-976
32.27,124,48,-1016
32.28,124,48,-1016
32.29,124,48,-1016
32.29,92,48,-1012
32.30,92,48,-1012
32.31,92,48,-1012
32.32,120,172,-896
32.32,120,172,-896
32.44,4,24,-972
32.45,4,24,-972
32.45,32,8,-1096
32.46,32,8,-1096
32.47,32,8,-1096
32.47,-20,-20,-1096
32.48,-20,-20,-1096
32.49,-20,-20,-1096
32.50,-120,20,-1016
32.51,-120,20,-1016
32.51,-104,-12,-1064
32.52,-104,-12,-1064
32.53,-104,-12,-1064
32.54,-120,-164,-1048
32.56,-308,-136,-1032
32.57,-308,-136,-1032
32.57,-308,-136,-1032
32.57,-172,-88,-1068
32.58,-172,-88,-1068
32.58,-172,-88,-1068
32.59,-172,-88,-1068
32.59,-172,-88,-1068
32.59,-268,-84,-1084
32.60,-268,-84,-1084
32.61,-268,-84,-1084
32.61,-280,-128,-868
32.64,-312,-92,-832
32.65,-312,-92,-832
32.65,-384,-164,-1000
32.66,-384,-164,-1000
32.67,-384,-164,-1000
32.68,-372,-188,-984
32.69,-372,-188,-984
32.70,-420,-232,-760
32.70,-420,-232,-760
32.71,-420,-300,-868
32.72,-336,-300,-868
32.73,-336,-300,-868
32.75,-440,-304,-740
32.75,-472,-296,-860
32.76,-472,-296,-860
32.76,-472,-296,-860
32.77,-472,-296,-860
32.77,-472,-296,-860
32.77,-524,-304,-836
32.78,-524,-304,-836
32.79,-524,-304,-836
32.79,-572,-248,-696
32.80,-572,-248,-696
32.81,-448,-324,-832
32.83,-528,-436,-876
32.84,-528,-436,-876
32.85,-668,-320,-684
32.86,-668,-320,-684
32.87,-668,-320,-684
32.88,-460,-888,-520
32.88,-460,-888,-520
32.89,-416,-648,-640
32.90,-416,-648,-640
32.91,-416,-648,-640
32.91,-844,116,-568
32.92,-844,116,-568
32.92,-844,116,-568
32.95,-676,-408,-560
32.95,-776,-376,-692
32.96,-776,-376,-692
32.96,-776,-376,-692
32.97,-776,-376,-692
32.97,-708,-260,-656
32.98,-708,-260,-656
32.99,-764,-484,-412
33.00,-764,-484,-412
33.01,-764,-484,-412
33.01,-728,-516,-360
33.02,-728,-516,-360
33.05,-776,-524,-312
33.06,-528,-496,-444
33.06,-528,-496,-444
33.07,-1156,-512,-512
33.08,-1156,-512,-512
33.08,-1156,-512,-512
33.09,-308,-64,-276
33.09,-308,-64,-276
33.10,-308,-64,-276
33.10,-308,-64,-276
33.11,-308,-64,-276
33.11,-796,-500,-300
33.13,-824,-556,-352
33.14,-824,-556,-352
33.14,-824,-556,-352
33.15,-824,-556,-352
33.15,-716,316,-416
33.15,-716,316,-416
33.16,-716,316,-416
33.16,-716,316,-416
33.17,-716,316,-416
33.17,-892,-572,-356
33.18,-892,-572,-356
33.19,-892,-572,-356
33.19,-440,-16,-704
33.22,-840,-568,-516
33.23,-840,-568,-516
33.23,-892,-508,-300
33.24,-892,-508,-300
33.25,-892,-508,-300
33.25,-680,-556,-312
33.26,-680,-556,-312
33.27,-680,-556,-312
33.27,-788,-580,-100
33.28,-788,-580,-100
33.28,-788,-580,-100
33.29,-788,-580,-100
33.31,-840,-604,84
33.31,-840,-604,84
33.32,-840,-604,84
33.32,-840,-604,84
33.33,-840,-604,84
33.33,-824,-544,-208
33.33,-824,-544,-208
33.34,-824,-544,-208
33.35,-824,-544,-208
33.35,-688,-552,-340
33.36,-688,-552,-340
33.37,-688,-552,-340
33.39,-860,-448,-228
33.40,-860,-448,-228
33.40,-860,-448,-228
33.41,-876,-576,-196
33.42,-876,-576,-196
33.42,-876,-576,-196
33.43,-784,-392,-332
33.44,-784,-392,-332
33.44,-784,-392,-332
33.45,-1000,-600,-732
33.46,-1000,-600,-732
33.47,-1000,-600,-732
33.48,-848,-628,-436
33.49,-756,-512,-104
33.49,-756,-512,-104
33.50,-756,-512,-104
33.50,-756,-512,-104
33.51,-756,-512,-104
33.51,-680,-588,-76
33.51,-680,-588,-76
33.52,-680,-588,-76
33.53,-680,-588,-76
33.53,-864,-596,36
33.54,-864,-596,36
33.54,-864,-596,36
33.57,-824,-536,104
33.57,-832,-536,48
33.58,-832,-536,48
33.59,-832,-536,48
33.59,-832,-568,8
33.60,-832,-568,8
33.61,-832,-568,8
33.62,-748,-604,4
33.62,-748,-604,4
33.63,-748,-604,4
33.64,-844,-628,100
33.64,-844,-628,100
33.65,-844,-628,100
33.65,-900,-600,100
33.67,-788,-564,40
33.68,-788,-564,40
33.68,-788,-564,40
33.69,-788,-564,40
33.69,-776,-552,0
33.69,-776,-552,0
33.70,-776,-552,0
33.70,-776,-552,0
33.71,-776,-552,0
33.71,-764,-552,-20
33.72,-764,-552,-20
33.73,-764,-552,-20
33.73,-820,-604,96
33.75,-1012,-640,140
33.76,-1012,-640,140
33.77,-884,-612,-16
33.78,-884,-612,-16
33.79,-884,-612,-16
33.79,-712,-644,-128
33.80,-712,-644,-128
33.81,-720,-620,-152
33.82,-720,-620,-152
33.82,-720,-620,-152
33.83,-752,-644,68
33.83,-752,-644,68
33.84,-752,-644,68
33.86,-852,-716,168
33.87,-712,-728,-68
33.87,-712,-728,-68
33.88,-712,-728,-68
33.89,-884,-756,-84
33.89,-884,-756,-84
33.90,-884,-756,-84
33.91,-700,-808,-152
33.91,-700,-808,-152
33.92,-700,-808,-152
33.93,-584,-740,-52
33.93,-584,-740,-52
34.06,-516,-868,188
34.07,-488,-752,264
34.07,-488,-752,264
34.08,-488,-752,264
34.08,-488,-752,264
34.09,-528,-816,116
34.09,-528,-816,116
34.09,-528,-816,116
34.10,-528,-816,116
34.10,-528,-816,116
34.11,-524,-852,4
34.12,-524,-852,4
34.12,-524,-852,4
34.13,-548,-884,-4
34.15,-608,-876,60
34.16,-608,-876,60
34.17,-580,-824,200
34.18,-580,-824,200
34.19,-412,-724,184
34.19,-412,-724,184
34.20,-412,-724,184
34.21,-416,-792,104
34.21,-416,-792,104
34.21,-416,-792,104
34.22,-416,-792,104
34.22,-416,-792,104
34.23,-528,-780,88
34.25,-596,-952,-104
34.25,-596,-952,-104
34.26,-596,-952,-104
34.26,-596,-952,-104
34.27,-572,-952,-40
34.27,-572,-952,-40
34.28,-572,-952,-40
34.28,-572,-952,-40
34.29,-536,-872,60
34.30,-536,-872,60
34.30,-536,-872,60
34.31,-592,-776,180
34.33,-532,-684,212
34.34,-532,-684,212
34.35,-564,-756,176
34.36,-564,-756,176
34.36,-564,-756,176
34.37,-564,-696,228
34.38,-564,-696,228
34.38,-564,-696,228
34.39,-524,-768,80
34.39,-524,-768,80
34.40,-524,-768,80
34.40,-524,-768,80
34.41,-468,-720,16
34.43,-344,-568,52
34.43,-344,-568,52
34.44,-344,-568,52
34.44,-344,-568,52
34.45,-440,-632,320
34.45,-440,-632,320
34.45,-440,-632,320
34.46,-440,-632,320
34.47,-624,-1016,332
34.47,-624,-1016,332
34.48,-624,-1016,332
34.49,-860,-1260,24
34.50,-860,-1260,24
34.52,-612,-1332,148
34.53,-760,-1012,-124
34.54,-760,-1012,-124
34.55,-556,-756,224
34.55,-556,-756,224
34.56,-556,-756,224
34.57,-520,-640,384
34.57,-520,-640,384
34.58,-520,-640,384
34.58,-520,-640,384
34.59,-416,-704,500
34.59,-416,-704,500
34.59,-416,-704,500
34.62,-660,-656,428
34.62,-660,-656,428
34.63,-428,-456,384
34.63,-428,-456,384
34.63,-428,-456,384
34.64,-428,-456,384
34.65,-288,-572,364
34.65,-288,-572,364
34.66,-288,-572,364
34.67,-328,-516,352
34.68,-328,-516,352
34.69,-484,-708,272
34.69,-484,-708,272
34.72,-452,-736,272
34.73,-572,-784,496
34.74,-572,-784,496
34.74,-356,-672,392
34.75,-356,-672,392
34.76,-356,-672,392
34.76,-236,-628,216
34.77,-236,-628,216
34.77,-236,-628,216
34.78,-236,-628,216
34.78,-236,-628,216
34.79,-200,-760,308
34.81,-588,-808,648
34.81,-588,-808,648
34.82,-588,-808,648
34.82,-540,-936,568
34.83,-540,-936,568
34.84,-540,-936,568
34.85,-284,-1160,328
34.85,-284,-1160,328
34.86,-284,-1160,328
34.87,-420,-812,424
34.87,-420,-812,424
34.88,-420,-812,424
34.89,-412,-568,640
34.91,-500,-528,792
34.92,-500,-528,792
34.93,-284,-512,640
34.93,-284,-512,640
34.94,-212,-472,644
34.95,-212,-472,644
34.95,-212,-472,644
34.96,-212,-472,644
34.96,-176,-420,816
34.97,-176,-420,816
34.97,-176,-420,816
34.97,-176,-420,816
34.98,-176,-420,816
35.00,-84,-264,1012
35.01,-84,-264,1012
35.01,-84,-264,1012
35.02,-184,-224,1236
35.03,-184,-224,1236
35.04,-184,-224,1236
35.04,-52,-180,972
35.05,-52,-180,972
35.06,-52,-180,972
35.06,88,68,1052
35.07,88,68,1052
35.08,88,68,1052
35.08,24,-64,1052
35.11,104,-12,816
35.12,104,-12,816
35.12,-128,-432,1056
35.13,-128,-432,1056
35.14,-128,-432,1056
35.14,-4,40,996
35.15,-4,40,996
35.15,-4,40,996
35.15,-4,40,996
35.16,-4,40,996
35.16,-24,44,1072
35.17,-24,44,1072
35.17,-24,44,1072
35.17,-24,44,1072
35.20,0,28,1184
35.20,-68,136,1328
35.21,-68,136,1328
35.21,-68,136,1328
35.22,-68,136,1328
35.23,92,60,1052
35.23,92,60,1052
35.24,376,208,852
35.25,376,208,852
35.25,376,208,852
35.26,28,8,1068
35.27,28,8,1068
35.27,28,8,1068
35.28,128,116,960
35.29,128,116,960
35.32,188,228,1052
35.32,164,252,1024
35.33,164,252,1024
35.33,164,252,1024
35.33,164,252,1024
35.34,164,252,1024
35.34,176,144,940
35.35,176,144,940
35.35,176,144,940
35.35,176,144,940
35.36,176,144,940
35.36,-4,-104,644
35.37,-4,-104,644
35.37,-4,-104,644
35.39,388,-52,672
35.40,-12,224,1164
35.41,-12,224,1164
35.42,-12,224,1164
35.43,76,64,808
35.43,76,64,808
35.44,76,64,808
35.45,-60,120,1192
35.45,-60,120,1192
35.46,-64,160,856
35.47,-64,160,856
35.48,-64,160,856
35.49,-4,216,912
35.50,-4,216,912
35.52,-12,212,992
35.52,-16,196,996
35.53,-16,196,996
35.53,-16,196,996
35.53,-16,196,996
35.54,-16,196,996
35.54,-16,160,1004
35.55,-16,160,1004
35.55,-16,160,1004
35.55,-16,160,1004
35.56,-16,160,1004
35.56,-44,180,976
35.57,-44,180,976
35.57,-44,180,976
35.70,-40,100,988
35.70,-52,12,1012
35.71,-52,12,1012
35.71,-52,12,1012
35.71,-52,12,1012
35.72,-52,12,1012
35.72,-36,0,1064
35.73,-36,0,1064
35.73,-36,0,1064
35.73,-36,0,1064
35.74,-36,0,1064
35.74,-216,56,916
35.75,-216,56,916
35.75,-216,56,916
35.75,-216,56,916
35.78,-240,76,872
35.79,-240,76,872
35.79,-240,76,872
35.80,-48,8,820
35.81,-48,8,820
35.81,-48,8,820
35.82,-104,-40,800
35.83,-104,-40,800
35.83,-104,-40,800
35.84,-504,288,640
35.85,-504,288,640
35.86,-520,304,564
35.87,-520,304,564
35.88,-520,304,564
35.90,-252,-140,964
35.91,-252,-140,964
35.91,-252,-140,964
35.91,-252,-140,964
35.92,-308,-212,888
35.93,-308,-212,888
35.93,-308,-212,888
35.93,-308,-212,888
35.94,-304,-248,912
35.94,-304,-248,912
35.95,-304,-248,912
35.95,-304,-248,912
35.95,-304,-248,912
35.98,-572,268,636
35.99,-572,268,636
35.99,-572,268,636
36.00,-352,-304,820
36.01,-352,-304,820
36.01,-352,-304,820
36.02,-404,-336,860
36.03,-404,-336,860
36.04,-404,-336,860
36.04,-420,-344,880
36.05,-420,-344,880
36.06,-420,-344,880
36.06,-404,-392,836
36.09,-540,-344,504
36.09,-540,-344,504
36.09,-540,-344,504
36.10,-452,-480,672
36.10,-452,-480,672
36.11,-452,-480,672
36.11,-452,-480,672
36.11,-452,-480,672
36.12,-548,-484,692
36.12,-548,-484,692
36.13,-548,-484,692
36.13,-548,-484,692
36.16,-796,-328,776
36.17,-796,-328,776
36.17,-796,-328,776
36.18,-580,-516,552
36.19,-580,-516,552
36.19,-580,-516,552
36.20,-496,-528,492
36.21,-496,-528,492
36.21,-496,-528,492
36.22,-616,-560,524
36.23,-616,-560,524
36.23,-616,-560,524
36.24,-492,-736,680
36.26,-600,-600,296
36.27,-600,-600,296
36.27,-600,-600,296
36.27,-600,-600,296
36.28,-648,-584,236
36.28,-648,-584,236
36.29,-648,-584,236
36.29,-648,-584,236
36.29,-648,-584,236
36.30,-632,-688,212
36.30,-632,-688,212
36.31,-632,-688,212
36.31,-632,-688,212
36.33,-704,-620,196
36.34,-672,-708,196
36.35,-672,-708,196
36.35,-672,-708,196
36.36,-664,-684,180
36.37,-664,-684,180
36.37,-664,-684,180
36.38,-1048,-268,-300
36.39,-1048,-268,-300
